C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_49_883.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_49_883.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_49_883.jpg,0,0,0,2.028755E-05
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_49_957.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_49_957.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_49_957.jpg,0,0,0,1.4037E-05
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_50_029.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_50_029.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_50_029.jpg,0,0,0,1.912524E-05
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_50_105.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_50_105.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_50_105.jpg,0,0,0,4.140889E-06
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_50_183.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_50_183.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_50_183.jpg,0,0,0,1.115517E-06
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_50_257.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_50_257.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_50_257.jpg,0,0,0,1.581124E-06
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_50_337.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_50_337.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_50_337.jpg,0,0,0,1.67319E-05
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_50_410.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_50_410.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_50_410.jpg,0,0,0,2.131977E-05
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_50_486.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_50_486.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_50_486.jpg,0,0,0,2.085231E-05
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_50_561.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_50_561.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_50_561.jpg,0,0,0,4.536138E-06
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_50_643.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_50_643.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_50_643.jpg,0,0,0,5.474381E-06
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_50_713.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_50_713.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_50_713.jpg,0,0,0,1.61488E-05
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_50_787.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_50_787.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_50_787.jpg,0,0,0,1.271238E-05
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_50_861.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_50_861.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_50_861.jpg,0,0,0,8.380895E-06
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_50_939.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_50_939.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_50_939.jpg,0,0.1998993,0,0.1180823
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_51_021.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_51_021.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_51_021.jpg,0,0.4555281,0,0.4895716
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_51_094.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_51_094.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_51_094.jpg,0,0.6783423,0,1.022447
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_51_174.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_51_174.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_51_174.jpg,-0.1,0.9149457,0,1.827146
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_51_252.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_51_252.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_51_252.jpg,-0.3,1,0,2.757235
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_51_320.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_51_320.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_51_320.jpg,0,1,0,3.443428
C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\center_2020_08_24_19_32_51_395.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\left_2020_08_24_19_32_51_395.jpg,C:\Users\sandor\PycharmProjects\UdemyCourseSelfDrivingCar\BehaviourCloningData\IMG\IMG\right_2020_08_24_19_32_51_395.jpg,0,1,0,4.381047
